Customer_ID,mrc_current_month,mvsf_br_amt_current_month,mvsf_mrc_current_month,num_subs_current_month,num_voice_subs_current_month,num_nonvoice_subs_current_month,rev_current_month,churn
40,131.16,80.8,80.0,1,1,0,86.16,0.0
41,120.0,120.0,120.0,2,1,1,120.0,1.0
42,282.13,252.13,160.0,2,2,0,252.13,0.0
43,130.92,130.92,130.92,2,2,0,130.92,0.0
44,249.55,199.55,195.46,3,3,0,199.55,0.0
45,181.49,15.4,150.0,2,2,0,150.33,0.0
46,451.9,451.9,401.45,6,6,0,451.9,0.0
47,170.21,165.20999999999995,130.45999999999998,2,2,0,165.21,0.0
48,218.71,218.71,135.0,3,2,1,218.71,0.0
49,154.41,430.0,150.0,2,2,0,134.41,0.0
50,73.2,73.2,75.0,1,1,0,73.2,0.0
51,642.42,502.42,540.0,7,7,0,502.42,0.0
52,236.54,216.54,172.0,3,2,1,216.54,0.0
53,232.12,187.12,160.46,3,2,1,187.12,0.0
54,474.09,362.74,455.0,5,5,0,362.74,0.0
55,512.19,368.69,379.85,5,5,0,368.69,0.0
56,411.2,311.2,325.0,5,5,0,311.2,0.0
57,128.8,124.75,80.0,1,1,0,128.8,0.0
58,193.65,193.02,160.0,2,2,0,193.65,0.0
59,76.75,76.75,75.0,1,1,0,76.75,0.0
60,492.98,469.96,435.0,7,4,3,492.98,0.0
61,84.99,71.19,80.0,1,1,0,75.23,0.0
62,103.93,93.93,75.0,1,1,0,93.93,0.0
63,274.14,274.14000000000004,274.14000000000004,9,9,0,274.14,0.0
64,108.96,108.96,65.0,1,1,0,108.96,0.0
65,87.0,86.2,85.0,1,1,0,86.94,0.0
66,130.28,125.28,75.0,1,1,0,125.28,0.0
67,238.15,208.15,164.0,2,2,0,208.15,0.0
68,226.84,200.65,155.0,2,2,0,206.84,0.0
69,79.97,65.95,50.0,1,1,0,69.97,0.0
70,160.0,160.0,160.0,2,2,0,160.0,0.0
71,231.54,195.54,160.0,2,2,0,195.54,0.0
72,171.9,151.9,180.0,3,2,1,151.9,0.0
73,1493.17,388.17,365.92,7,7,0,1493.17,0.0
74,166.79,161.79000000000005,145.0,2,2,0,161.79,0.0
75,273.81,241.46,177.0,3,2,1,248.81,0.0
76,600.74,228.03,523.68,8,8,0,232.0,0.0
77,83.0,78.18,20.0,2,0,2,83.0,0.0
78,247.96,212.32,150.86,2,2,0,219.26,0.0
79,40.0,40.0,40.0,1,1,0,40.0,0.0
80,615.51,454.7199999999999,455.0,7,7,0,475.51,0.0
81,610.33,497.9,467.0,6,6,0,501.9,0.0
82,168.42,162.65,140.0,2,2,0,168.42,0.0
83,115.42,115.42,75.0,1,1,0,115.42,0.0
84,112.64,103.0,80.0,1,1,0,112.64,0.0
85,284.82,142.86,240.0,3,3,0,142.86,0.0
86,112.38,111.11,95.0,2,2,0,112.29,0.0
87,95.83,85.83,75.0,1,1,0,85.83,0.0
88,245.38,137.0,226.84,4,4,0,137.0,0.0
89,199.68,169.68,160.0,2,2,0,169.68,0.0
90,88.34,83.34,80.0,1,1,0,83.34,0.0
91,511.95,426.9500000000001,305.46,5,4,1,376.95,0.0
92,110.45,110.45,80.0,1,1,0,110.45,0.0
93,87.0,87.0,90.0,1,1,0,87.0,1.0
94,2.0,62.0,62.0,1,0,1,2.0,0.0
95,236.3,191.3,196.38,3,3,0,191.3,0.0
96,520.14,417.81,250.0,3,3,0,440.14,0.0
97,153.38,133.38,130.45999999999998,2,2,0,133.38,0.0
98,406.34,374.22,275.0,4,3,1,386.34,0.0
99,444.04,329.3400000000001,353.0,5,4,1,364.04,0.0
100,165.8,135.0,160.0,2,2,0,145.8,0.0
101,233.25,213.25,155.0,2,2,0,213.25,0.0
102,40.95,40.95,40.0,1,1,0,40.95,0.0
103,94.47,84.47,65.0,1,1,0,84.47,0.0
104,120.78,120.78,75.0,1,1,0,120.78,0.0
105,88.44,99.12,93.0,2,1,1,88.44,0.0
106,551.78,451.78,355.0,5,5,0,451.78,0.0
107,85.95,85.95,85.0,1,1,0,85.95,0.0
108,400.46,315.9,302.0,5,4,1,320.38,0.0
109,35.0,0.0,35.0,1,0,1,0.0,0.0
110,53.0,53.0,40.0,1,1,0,53.0,0.0
111,103.39,100.0,100.0,1,1,0,103.39,0.0
112,688.05,519.55,416.38,7,6,1,550.48,1.0
113,231.0,186.0,231.0,3,3,0,186.0,1.0
114,213.13,169.18,150.0,2,2,0,174.43,0.0
115,249.68,229.68,164.0,2,2,0,229.68,0.0
116,131.9,131.9,130.0,2,2,0,131.9,0.0
117,400.85,369.16,305.0,4,3,1,380.85,0.0
118,450.8,330.8,450.0,6,6,0,330.8,0.0
119,103.42,103.42,80.0,1,1,0,103.42,0.0
120,123.29,123.29,95.46,1,1,0,123.29,0.0
121,114.62,105.77,77.0,1,1,0,105.77,0.0
122,104.33,99.33,50.0,1,1,0,99.33,0.0
123,65.0,65.0,65.0,1,1,0,65.0,0.0
124,65.95,65.95,65.0,1,1,0,65.95,0.0
125,90.95,90.95,90.0,1,1,0,90.95,0.0
126,411.58,366.58,290.0,7,3,4,366.58,0.0
127,274.45,245.84,195.0,3,2,1,254.21,0.0
128,60.21,55.0,55.0,1,1,0,60.21,0.0
129,35.0,0.0,35.0,1,0,1,0.0,0.0
130,169.0,169.0,75.0,1,1,0,169.0,0.0
131,50.0,50.0,50.0,1,1,0,50.0,0.0
132,291.6,280.76,130.0,2,2,0,145.6,0.0
133,75.5,75.5,65.0,1,1,0,75.5,0.0
134,152.0,132.0,150.0,2,2,0,132.0,0.0
135,156.07,149.7,147.0,3,3,0,155.98,0.0
136,100.0,82.3,80.0,1,1,0,82.3,0.0
137,453.7,373.7,310.0,4,4,0,373.7,0.0
138,353.38,330.71,135.0,2,2,0,333.38,0.0
139,139.09,139.09,90.0,1,1,0,139.09,0.0
140,57.0,56.2,55.0,1,1,0,56.94,0.0
141,921.25,921.25,617.0,11,10,1,921.25,0.0
142,142.04,132.04,65.0,1,1,0,132.04,0.0
143,449.95,265.45,232.0,3,3,0,343.03,0.0
144,151.45,131.45,130.0,2,2,0,131.45,0.0
145,379.81,351.11,300.43,4,4,0,351.11,0.0
146,417.11,225.11,310.0,4,4,0,337.11,0.0
147,70.32,70.32,40.25,1,1,0,70.32,0.0
148,100.0,100.0,100.0,1,1,0,100.0,0.0
149,205.29,185.29,158.0,3,2,1,185.29,0.0
150,504.21,384.21,486.75999999999993,6,6,0,384.21,0.0
151,106.83,97.98,75.0,1,1,0,97.98,0.0
152,185.12,165.12,160.0,3,2,1,165.12,0.0
153,332.06,252.06,300.0,4,4,0,252.06,0.0
154,314.61,313.25,100.0,1,1,0,314.61,0.0
155,311.67,282.0900000000001,200.0,3,3,0,291.67,0.0
156,273.12,215.07,196.38,3,3,0,215.07,0.0
157,50.0,50.0,50.0,1,1,0,50.0,0.0
158,132.12,132.12,95.46,2,2,0,132.12,0.0
159,1327.8,1135.35,639.0,12,12,0,880.35,0.0
160,1574.15,1275.57,1142.0,16,14,2,1075.57,0.0
161,255.92,235.92,155.0,2,2,0,235.92,0.0
162,159.36,130.0,150.0,2,2,0,139.36,1.0
163,181.78,150.4,150.0,2,2,0,156.78,0.0
164,198.72,178.72,130.92,2,2,0,178.72,0.0
165,140.0,140.0,140.0,2,2,0,140.0,0.0
166,228.72,197.45,185.0,3,3,0,208.72,0.0
167,110.6,107.0,107.0,2,2,0,110.6,0.0
168,143.89,138.89,80.0,1,1,0,138.89,0.0
169,104.96,104.96,65.0,1,1,0,104.96,0.0
170,458.35,275.26,373.5,5,5,0,275.26,0.0
171,411.92,379.58,290.0,4,4,0,391.92,0.0
172,132.4,132.4,110.0,1,1,0,132.4,1.0
173,94.83,84.83,50.0,1,1,0,84.83,0.0
174,101.96,101.96,40.0,1,1,0,101.96,0.0
175,213.64,193.64,150.0,2,2,0,193.64,0.0
176,195.58,176.60000000000005,152.0,2,2,0,175.58,0.0
177,100.95,100.95,100.0,1,1,0,100.95,0.0
178,589.53,434.53,490.0,7,6,1,434.53,0.0
179,93.18,131.68,55.0,1,1,0,81.68,0.0
180,396.4,596.4,396.4,7,5,2,396.4,0.0
181,217.43,197.43,150.0,2,2,0,197.43,0.0
182,306.36,239.49,250.0,3,3,0,247.2,0.0
183,62.0,62.0,62.0,2,2,0,62.0,1.0
184,270.6,118.74,196.38,3,3,0,121.26,0.0
185,200.43,180.65,160.0,2,2,0,180.43,0.0
186,256.17,256.17,239.0,5,2,3,256.17,0.0
187,80.0,80.0,80.0,1,1,0,80.0,0.0
188,65.96,31.18,55.46,1,1,0,31.18,0.0
189,75.0,75.0,75.0,1,1,0,75.0,0.0
190,288.16,228.16,225.0,3,3,0,228.16,0.0
191,256.93,135.63,150.0,2,2,0,211.93,0.0
192,202.89,182.89,160.0,2,2,0,182.89,0.0
193,215.64,190.88,165.0,3,2,1,190.88,0.0
194,160.72,157.84,73.0,2,1,1,160.72,0.0
195,160.08,130.08,130.0,2,2,0,130.08,0.0
196,175.66,140.66,154.0,2,2,0,140.66,0.0
197,561.44,481.44,322.0,5,4,1,481.44,0.0
198,263.17,318.62,201.94,2,2,0,164.91,0.0
199,337.48,292.48,265.0,3,3,0,292.48,0.0
200,1131.71,1082.7,655.0,10,10,0,1067.7,0.0
201,92.42,92.42,50.75,1,1,0,50.75,0.0
202,390.7,345.7,251.0,3,3,0,345.7,1.0
203,752.49,521.32,535.0,7,7,0,617.32,0.0
204,400.99,316.57,313.5,5,4,1,316.57,0.0
205,118.16,108.16,75.0,1,1,0,108.16,0.0
206,35.0,0.0,35.0,1,0,1,0.0,0.0
207,564.86,519.86,280.0,5,3,2,519.86,0.0
208,233.96,221.0,77.0,1,1,0,223.96,0.0
209,189.0,189.0,189.0,3,3,0,0.0,0.0
210,245.92,187.42,105.0,2,2,0,193.42,0.0
211,349.14,349.14,320.0,4,4,0,349.14,0.0
212,75.0,75.0,75.0,1,1,0,75.0,0.0
213,221.92,192.98,152.0,2,2,0,192.98,0.0
214,82.0,82.0,85.0,1,1,0,82.0,0.0
215,257.22,127.64,196.38,3,3,0,127.64,0.0
216,206.66,186.66,180.0,3,2,1,186.66,0.0
217,181.45,86.0,165.0,2,2,0,98.25,0.0
218,262.78,233.26,135.0,2,2,0,233.26,0.0
219,150.43,130.43,150.43,2,2,0,130.43,0.0
220,35.0,0.0,35.0,1,0,1,0.0,0.0
221,227.85,182.85,225.0,3,3,0,182.85,0.0
222,213.74,165.54,147.5,2,2,0,193.74,0.0
223,1091.57,896.57,744.0,11,9,2,896.57,1.0
224,12.95,12.95,5.2,2,2,0,12.95,0.0
225,157.48,149.88,82.0,1,1,0,157.48,0.0
226,299.85,269.85,180.0,4,2,2,269.85,0.0
227,190.0,170.0,190.0,2,2,0,170.0,0.0
228,71.71,50.0,50.0,2,0,2,71.71,0.0
229,87.0,87.0,90.0,1,1,0,87.0,0.0
230,296.96,296.96,272.0,5,5,0,296.96,0.0
231,124.75,119.75,100.0,1,1,0,119.75,0.0
232,179.4,159.4,150.0,2,2,0,159.4,0.0
233,484.89,404.89,270.0,5,5,0,404.89,0.0
234,120.98,120.98,95.0,1,1,0,120.98,0.0
235,252.37,232.37,184.0,2,2,0,232.37,0.0
236,165.56,145.56,160.0,2,2,0,145.56,0.0
237,231.66,211.66,180.0,4,3,1,211.66,0.0
238,817.65,663.78,535.4300000000001,8,7,1,663.78,0.0
239,240.0,150.0,195.0,3,3,0,195.0,0.0
240,255.73,270.73,290.0,4,3,1,205.73,0.0
241,344.76,299.76,230.0,3,3,0,299.76,0.0
242,244.84,206.77,82.0,1,1,0,156.77,0.0
243,75.0,75.0,75.0,1,1,0,75.0,0.0
244,156.5,152.08,75.0,1,1,0,152.08,0.0
245,157.54,157.54000000000005,100.0,3,2,1,157.54,0.0
246,65.0,65.0,65.0,1,1,0,65.0,0.0
247,149.9,149.9,148.0,3,2,1,149.9,0.0
248,362.45,280.71000000000004,260.0,4,4,0,282.45,0.0
249,293.34,248.34,230.0,3,3,0,248.34,0.0
250,80.0,80.0,50.0,1,1,0,80.0,0.0
251,209.5,76.88,66.88,1,1,0,239.5,0.0
252,541.03,521.03,420.0,4,4,0,571.03,0.0
253,326.89,174.76,240.0,3,3,0,174.76,0.0
254,151.9,151.9,150.0,2,2,0,151.9,0.0
255,150.86,130.86,150.86,2,2,0,130.86,0.0
256,274.89,250.47,185.0,3,3,0,250.47,0.0
257,1184.32,1133.9999999999998,1092.2,26,22,4,1180.57,0.0
258,226.66,193.27,190.0,2,2,0,193.27,0.0
259,805.43,705.4300000000002,683.38,8,8,0,705.43,0.0
260,84.46,84.46,50.46,1,1,0,84.46,0.0
261,47.15,17.63,25.0,1,1,0,17.63,0.0
262,910.66,806.39,676.38,10,10,0,830.66,0.0
263,437.01,348.31,261.38,4,4,0,348.31,0.0
264,256.17,198.55,195.46,3,3,0,211.17,0.0
265,240.8,143.54,240.0,3,3,0,143.54,0.0
266,236.12,216.12,177.0,3,2,1,216.12,0.0
267,357.12,232.68,311.88,4,4,0,237.12,0.0
268,206.58,186.58,162.0,2,2,0,186.58,0.0
269,840.8,711.38,644.96,9,9,0,711.38,0.0
270,151.6,151.6,150.0,2,2,0,151.6,0.0
271,248.66,228.66,202.0,5,2,3,228.66,0.0
272,129.63,121.69,80.0,1,1,0,125.28,0.0
273,35.0,0.0,35.0,1,0,1,0.0,0.0
274,145.46,126.61,75.0,1,1,0,126.61,0.0
275,70.41,70.41,35.0,1,0,1,70.41,0.0
276,114.75,114.75,75.0,1,1,0,114.75,0.0
277,325.72,280.72,205.0,4,3,1,280.72,0.0
278,172.92,309.34,150.0,2,2,0,172.92,0.0
279,700.54,582.54,635.0,8,8,0,532.54,0.0
280,3665.62,1725.81,3397.0,61,38,23,1725.81,0.0
281,327.67,272.51,245.0,3,3,0,282.67,0.0
282,136.23,136.23,75.0,1,1,0,136.23,0.0
283,130.0,130.0,130.0,2,2,0,130.0,0.0
284,35.0,0.0,35.0,1,0,1,0.0,0.0
285,357.38,277.38,260.0,4,4,0,277.38,0.0
286,35.0,35.0,35.0,1,1,0,35.0,0.0
287,96.79,96.79,75.0,1,1,0,96.79,0.0
288,181.68,135.68,160.0,2,2,0,135.68,0.0
289,709.63,1214.28,345.0,5,4,1,624.28,0.0
290,98.81,91.19,95.0,1,1,0,94.05,0.0
291,133.36,129.12,95.0,2,1,1,133.36,0.0
292,53.95,53.95,40.0,1,1,0,53.95,0.0
293,460.65,380.65,304.0,4,4,0,380.65,0.0
294,80.45,80.45,180.0,2,2,0,80.45,0.0
295,104.15,104.15,75.0,1,1,0,104.15,0.0
296,346.78,151.23000000000005,165.0,2,2,0,192.26,0.0
297,575.49,446.73,270.0,4,3,1,346.73,0.0
298,160.15,160.15,150.0,2,2,0,160.15,0.0
299,355.52,267.52,264.0,4,4,0,267.52,0.0
300,175.73,167.56,148.125,2,2,0,168.98,0.0
301,504.65,411.6,310.86,5,4,1,411.6,0.0
302,772.08,700.0500000000002,511.0,8,8,0,718.83,0.0
303,104.55,-204.22,75.0,1,1,0,-189.97,0.0
304,70.95,70.95,70.0,1,1,0,70.95,0.0
305,161.88,137.41,130.0,2,2,0,137.41,0.0
306,124.76,114.76,75.0,1,1,0,114.76,0.0
307,186.2,156.16000000000003,160.0,2,2,0,157.28,1.0
308,84.97,75.62,80.0,1,1,0,75.62,0.0
309,67.11,67.11,65.46,1,1,0,67.11,0.0
310,40.95,40.95,40.0,1,1,0,40.95,0.0
311,342.23,253.29,310.0,5,4,1,253.29,0.0
312,339.04,289.69,260.75,3,3,0,289.69,0.0
313,84.29,79.29,80.0,1,1,0,79.29,0.0
314,158.83,158.82999999999996,138.0,3,2,1,158.83,0.0
315,84.0,84.0,75.0,1,1,0,84.0,0.0
316,169.0,169.0,130.0,2,2,0,169.0,0.0
317,801.5,561.5,590.0,9,7,2,636.5,0.0
318,77.0,77.0,80.0,1,1,0,77.0,0.0
319,289.6,209.6,263.76,4,4,0,209.6,0.0
320,440.7,382.65,315.0,4,4,0,382.65,0.0
321,186.11,178.92,130.92,2,2,0,186.11,0.0
322,327.48,278.06,235.0,3,3,0,278.06,0.0
323,392.63,312.63,265.0,4,3,1,312.63,0.0
324,318.0,220.32,285.0,4,4,0,220.32,1.0
325,144.82,144.82,75.0,1,1,0,144.82,0.0
326,132.25,127.36,90.0,2,2,0,127.36,1.0
327,499.86,371.16,475.0,6,6,0,371.16,1.0
328,179.65,169.89,135.0,2,2,0,169.89,0.0
329,291.55,246.55,225.0,3,3,0,246.55,0.0
330,223.6,197.66,150.0,2,2,0,203.6,0.0
331,102.22,92.22,80.0,1,1,0,92.22,0.0
332,534.55,384.55,425.0,5,5,0,384.55,0.0
333,139.65,139.65,95.0,1,1,0,139.65,0.0
334,75.95,75.95,75.0,1,1,0,75.95,0.0
335,65.0,65.0,65.0,1,1,0,65.0,0.0
336,385.95,344.19,225.0,3,2,1,360.95,0.0
337,75.0,75.0,75.0,1,1,0,75.0,0.0
338,562.43,462.43,389.0,5,5,0,462.43,0.0
339,444.71,285.66,360.0,6,6,0,285.66,0.0
340,370.49,315.59,240.46,5,3,2,315.59,0.0
341,606.29,606.29,595.46,10,9,1,606.29,1.0
342,175.71,175.70999999999995,140.0,2,2,0,175.71,0.0
343,561.6,241.47,308.37999999999994,6,4,2,250.03,0.0
344,390.02,290.02,277.5,4,4,0,290.02,0.0
345,200.01,155.01,195.0,3,3,0,155.01,0.0
346,85.0,85.0,90.0,1,1,0,85.0,0.0
347,208.66,178.66,130.0,2,2,0,178.66,0.0
348,736.69,840.5800000000002,784.599998,14,9,5,720.58,0.0
349,94.08,84.08,77.0,1,1,0,84.08,0.0
350,209.06,195.68,140.0,4,4,0,209.06,0.0
351,194.7,194.7,180.0,2,2,0,194.7,0.0
352,183.59,120.66,85.0,1,1,0,90.21,0.0
353,289.2,259.2,165.0,2,2,0,259.2,0.0
354,461.99,306.04,320.0,6,3,3,381.99,0.0
355,75.0,75.0,75.0,1,1,0,75.0,0.0
356,853.57,733.57,692.0,9,9,0,733.57,0.0
357,49.12,47.85,40.0,1,1,0,49.03,0.0
358,95.0,95.0,95.0,1,1,0,95.0,0.0
359,75.0,75.0,75.0,1,1,0,75.0,0.0
360,231.26,191.74,155.0,2,2,0,191.74,0.0
361,72.22,65.42,55.0,1,1,0,72.22,0.0
362,490.6,434.63999999999993,419.13999999999993,9,9,0,490.6,1.0
363,35.95,35.95,35.0,1,1,0,35.95,0.0
364,349.2,264.44,345.0,6,6,0,264.44,0.0
365,620.91,520.91,400.0,5,5,0,520.91,0.0
366,299.79,234.79,165.0,3,2,1,279.79,0.0
367,392.65,352.65,160.0,2,2,0,352.65,0.0
368,342.74,278.34000000000003,160.0,3,3,0,287.02,0.0
369,92.0,92.0,92.0,1,1,0,92.0,0.0
370,325.41,301.06,270.0,3,3,0,301.06,0.0
371,333.79,288.79,225.0,3,3,0,288.79,0.0
372,233.54,213.54,190.0,2,2,0,213.54,0.0
373,85.12,82.4,80.0,1,1,0,85.12,0.0
374,25.0,25.0,25.0,1,0,1,25.0,0.0
375,144.99,4.86,110.0,2,2,0,10.74,0.0
376,202.3,182.3,190.0,2,2,0,182.3,0.0
377,517.57,399.87,420.0,6,6,0,417.57,0.0
378,1477.54,1263.49,1016.0,14,12,2,1263.49,0.0
379,104.12,104.12,80.0,1,1,0,104.12,0.0
380,183.79,158.79,130.0,2,2,0,158.79,0.0
381,111.9,111.9,110.0,2,2,0,111.9,0.0
382,146.2,141.2,142.5,3,1,2,141.2,0.0
383,126.43,123.27,105.0,1,1,0,126.43,0.0
384,209.17,148.99,165.0,2,2,0,148.99,0.0
385,35.0,0.0,35.0,1,0,1,0.0,0.0
386,178.17,156.9,175.0,2,2,0,158.08,0.0
387,425.5,587.5999999999998,325.0,5,5,0,325.5,0.0
388,468.33,468.33,300.0,4,3,1,468.33,0.0
389,196.76,176.76,140.92000000000004,3,2,1,176.76,1.0
390,252.85,207.85,250.0,3,3,0,207.85,0.0
391,113.0,113.0,80.0,1,1,0,113.0,0.0
392,316.58,271.58000000000004,245.0,3,3,0,271.58,0.0
393,168.73,143.73000000000005,130.45999999999998,2,2,0,143.73,0.0
394,355.79,275.79,320.0,4,4,0,275.79,0.0
395,170.38,145.38,150.0,2,2,0,145.38,0.0
396,171.12,166.42,75.0,1,1,0,171.12,0.0
397,35.0,0.0,35.0,1,0,1,0.0,0.0
398,122.8,122.8,122.0,2,2,0,122.8,0.0
399,372.79,327.79,240.0,3,3,0,327.79,0.0
400,75.95,75.95,75.0,1,1,0,75.95,0.0
401,65.46,65.46,65.46,1,1,0,65.46,0.0
402,356.16,272.37,240.0,3,3,0,281.16,1.0
403,45.38,45.0,45.0,1,0,1,45.38,0.0
404,285.0,285.0,0.0,1,0,1,285.0,0.0
405,333.0,183.32,330.0,5,4,1,183.32,0.0
406,179.59,181.01,150.0,2,2,0,179.59,0.0
407,147.0,147.0,147.0,2,2,0,147.0,0.0
408,268.33,223.33,225.0,3,3,0,223.33,0.0
409,234.72,205.88,150.0,2,2,0,205.88,0.0
410,92.92,92.92,75.0,1,1,0,92.92,0.0
411,150.0,130.0,150.0,2,2,0,130.0,0.0
412,150.88,131.9,150.0,2,2,0,130.88,0.0
413,164.66,144.66,160.0,2,2,0,144.66,0.0
414,222.45,198.1,156.5,2,2,0,198.1,0.0
415,255.8,255.8,240.0,3,3,0,255.8,0.0
416,275.33,222.65,230.0,3,3,0,230.29,0.0
417,416.71,369.04,200.0,3,3,0,371.71,0.0
418,385.1,266.52000000000004,312.5,4,4,0,275.6,1.0
419,1125.22,1005.22,890.0,11,10,1,1005.22,0.0
420,569.31,444.64,400.0,5,5,0,394.64,0.0
421,193.56,188.8,185.0,2,2,0,188.8,0.0
422,415.34,415.34,225.0,3,3,0,415.34,0.0
423,253.49,231.3,158.0,2,2,0,231.49,0.0
424,108.46,100.95,100.0,2,1,1,108.46,0.0
425,90.83,90.83,75.0,1,1,0,90.83,0.0
426,71.5,71.5,65.0,1,1,0,71.5,0.0
427,411.74,362.74,320.0,4,3,1,366.74,0.0
428,95.0,80.65,75.0,1,1,0,80.65,0.0
429,734.39,567.57,525.0,7,7,0,567.57,0.0
430,630.97,530.97,355.0,9,5,4,530.97,0.0
431,258.92,238.92,185.0,3,3,0,238.92,0.0
432,481.12,381.12,405.0,5,5,0,381.12,0.0
433,259.67,209.97,196.38,3,3,0,214.67,0.0
434,87.5,87.5,67.5,1,1,0,87.5,0.0
435,131.9,131.9,130.0,2,2,0,131.9,0.0
436,98.45,98.45,80.0,1,1,0,98.45,0.0
437,75.0,65.0,75.0,1,1,0,65.0,0.0
438,1878.49,1778.49,1332.92,33,28,5,1778.49,0.0
439,55.0,55.0,55.0,1,1,0,55.0,0.0
440,35.0,0.0,35.0,1,0,1,0.0,0.0
441,438.14,338.14,385.0,5,5,0,338.14,0.0
442,127.75,117.75,75.0,1,1,0,117.75,0.0
443,229.33,184.33,195.0,3,3,0,184.33,0.0
444,328.24,248.24,262.0,4,4,0,248.24,0.0
445,654.68,514.6800000000001,540.0,7,7,0,514.68,0.0
446,574.98,454.98,450.0,6,6,0,454.98,0.0
447,88.66,73.33,75.0,1,1,0,81.16,1.0
448,208.76,178.2,155.0,2,2,0,183.76,0.0
449,252.69,211.79,180.0,2,2,0,217.69,0.0
450,156.67,135.0,155.0,2,2,0,136.67,0.0
451,85.0,85.0,85.0,2,1,1,85.0,1.0
452,142.19,129.36,55.0,1,1,0,79.36,0.0
453,157.29,137.91,95.0,1,1,0,147.29,0.0
454,35.0,0.0,35.0,1,0,1,0.0,0.0
455,447.16,455.28,215.0,4,3,1,502.16,0.0
456,273.9,273.9,170.0,2,2,0,273.9,0.0
457,314.62,16.519999999999996,246.0,3,3,0,44.22,0.0
458,646.41,455.8,588.6800000000002,9,9,0,466.41,0.0
459,250.98,220.98,175.0,2,2,0,220.98,0.0
460,9.96,129.96,120.0,1,0,1,9.96,0.0
461,176.81,152.39,150.0,2,2,0,152.39,0.0
462,84.92,84.92,80.92,2,2,0,84.92,0.0
463,150.8,130.8,150.0,2,2,0,130.8,0.0
464,75.0,75.0,75.0,1,1,0,75.0,0.0
465,520.18,380.18,476.84,9,7,2,380.18,0.0
466,100.76,87.83,77.0,1,1,0,90.76,0.0
467,671.75,626.75,410.92,6,6,0,626.75,0.0
468,260.14,215.14,250.0,3,3,0,215.14,0.0
469,83.15,83.15,30.0,1,1,0,83.15,0.0
470,80.0,80.0,80.0,1,1,0,80.0,0.0
471,74.95,74.95,77.0,1,1,0,74.95,0.0
472,124.79,115.32,80.0,1,1,0,115.32,0.0
473,638.78,244.26,143.5,2,2,0,524.28,0.0
474,325.97,236.9,315.0,5,4,1,245.88,0.0
475,113.95,113.95,103.0,3,1,2,113.95,0.0
476,231.6,164.10000000000005,150.0,2,2,0,164.1,0.0
477,83.43,83.42999999999998,71.96000000000002,3,2,1,83.43,0.0
478,70.46,70.46,70.46,1,1,0,70.46,0.0
479,232.55,187.55,195.46,3,3,0,187.55,0.0
480,82.5,73.8,50.0,1,1,0,73.8,0.0
481,146.15,146.15,95.0,2,1,1,146.15,0.0
482,216.92,167.88,195.92,3,3,0,171.92,0.0
483,228.66,195.85,200.0,3,3,0,208.66,0.0
484,95.0,95.0,95.0,2,1,1,95.0,0.0
485,263.06,235.02,155.0,2,2,0,238.64,0.0
